video_id,video_path,event_index,event_name,frame_index,pose_backend,pose_detected,trail_elbow_angle,lead_elbow_angle,shoulder_tilt,hip_tilt,spine_tilt,missing_features,failure_reason
10,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\10.mp4,0,Address,80,mediapipe,True,164.94917442637814,173.4190169311144,-164.517893580292,-170.98460787919166,10.296742928572133,,
10,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\10.mp4,1,Toe-up,93,mediapipe,True,148.22443845304224,171.613647043452,168.9999403101124,-177.64581208278452,8.731820561325964,,
10,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\10.mp4,2,Mid-backswing,97,mediapipe,True,,143.54713545982716,175.07329276501076,-179.30786037220568,9.270617838569358,trail_elbow_angle,missing_features:trail_elbow_angle
10,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\10.mp4,3,Top,104,mediapipe,True,,92.36563549167651,-174.5282001588141,-175.7540029123554,11.94129117240559,trail_elbow_angle,missing_features:trail_elbow_angle
10,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\10.mp4,4,Mid-downswing,109,mediapipe,True,,139.64034540005304,179.66997864905844,-178.64178661676854,13.050928434102488,trail_elbow_angle,missing_features:trail_elbow_angle
10,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\10.mp4,5,Impact,112,mediapipe,True,156.24638919611257,166.01766262062216,-156.41221147539662,-170.59588309391742,19.970126792920187,,
10,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\10.mp4,6,Mid-follow-through,114,mediapipe,True,165.88842483069564,177.93379890492466,-137.0077351614034,-172.93151463604488,20.7035003017267,,
10,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\10.mp4,7,Finish,129,mediapipe,True,50.75823647999888,,165.44733467162047,170.6447930351913,7.868322135630747,lead_elbow_angle,missing_features:lead_elbow_angle
11,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\11.mp4,0,Address,59,mediapipe,True,165.61067396196938,170.47081764677128,-164.4170304083761,-169.92193134155823,10.638731359359577,,
11,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\11.mp4,1,Toe-up,110,mediapipe,True,,162.18851675575453,169.07765073996788,-179.66959642549165,7.851908960598009,trail_elbow_angle,missing_features:trail_elbow_angle
11,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\11.mp4,2,Mid-backswing,123,mediapipe,True,,143.36057231497938,171.7690620186568,-179.5376962470881,8.545483204797828,trail_elbow_angle,missing_features:trail_elbow_angle
11,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\11.mp4,3,Top,155,mediapipe,True,,113.24800753897873,-169.4665341113142,-174.1036441315988,12.51533276664902,trail_elbow_angle,missing_features:trail_elbow_angle
11,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\11.mp4,4,Mid-downswing,170,mediapipe,True,,132.97490218792626,-179.58123701057016,179.13184589005402,11.638759574424952,trail_elbow_angle,missing_features:trail_elbow_angle
11,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\11.mp4,5,Impact,183,mediapipe,True,153.0410359967376,167.47231246271386,-155.97839307472262,-167.35916355831776,20.74447218443701,,
11,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\11.mp4,6,Mid-follow-through,192,mediapipe,True,163.27783875330493,172.31038462002812,-140.06245193223413,-173.4160582374317,20.390497471957996,,
11,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\11.mp4,7,Finish,255,mediapipe,True,46.332340716328105,,144.40185406432843,172.00063213114865,8.237323310836608,lead_elbow_angle,missing_features:lead_elbow_angle
14,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\14.mp4,0,Address,40,mediapipe,True,176.71169436522308,179.28612112792194,-170.62155574597796,-173.40463081343356,0.8919922063500827,,
14,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\14.mp4,1,Toe-up,56,mediapipe,True,151.40961126964876,174.903719947518,150.27183067726918,175.95556391887186,1.806633094512069,,
14,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\14.mp4,2,Mid-backswing,58,mediapipe,True,,158.18273510254562,156.09285664726028,177.70415491607557,1.63802912063026,trail_elbow_angle,missing_features:trail_elbow_angle
14,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\14.mp4,3,Top,66,mediapipe,True,,94.50617250334537,179.71758044141328,178.17188190883994,2.1618315599024913,trail_elbow_angle,missing_features:trail_elbow_angle
14,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\14.mp4,4,Mid-downswing,70,mediapipe,True,,118.42233580733087,161.87242745832594,176.94687811370719,5.874333615639736,trail_elbow_angle,missing_features:trail_elbow_angle
14,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\14.mp4,5,Impact,74,mediapipe,True,173.57539905784213,177.33690780753898,-158.2814378740284,-171.8950341126259,15.876112537146994,,
14,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\14.mp4,6,Mid-follow-through,76,mediapipe,True,158.16674106439137,170.68736470866284,-143.36531378656557,-168.93984384228182,18.124536033948512,,
14,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\14.mp4,7,Finish,89,mediapipe,True,,,73.30142784400397,171.47975267648968,14.343795963191392,trail_elbow_angle|lead_elbow_angle,missing_features:trail_elbow_angle|lead_elbow_angle
15,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\15.mp4,0,Address,24,mediapipe,True,177.18878916995692,176.58669332783506,-170.76762495559552,-173.97710119189802,1.6468321901388125,,
15,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\15.mp4,1,Toe-up,82,mediapipe,True,156.72263862216337,173.3417951850509,150.26007586719135,174.1551271439484,2.45812472430988,,
15,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\15.mp4,2,Mid-backswing,90,mediapipe,True,,153.94622020552367,150.70724027399802,176.01943112308206,2.0953410650047233,trail_elbow_angle,missing_features:trail_elbow_angle
15,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\15.mp4,3,Top,123,mediapipe,True,,86.24544633348317,176.71849984143236,179.08988261609224,1.9974766086423639,trail_elbow_angle,missing_features:trail_elbow_angle
15,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\15.mp4,4,Mid-downswing,139,mediapipe,True,,146.06259196771808,157.24066163691415,175.82627562894402,6.079389546745553,trail_elbow_angle,missing_features:trail_elbow_angle
15,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\15.mp4,5,Impact,154,mediapipe,True,170.32494125572492,179.81114301984297,-156.55522649080396,-169.8215893908611,15.336589189699584,,
15,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\15.mp4,6,Mid-follow-through,162,mediapipe,True,163.7247417939395,162.39190921939075,-140.622016915524,-169.77243481191977,19.24472052093626,,
15,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\15.mp4,7,Finish,211,mediapipe,True,29.11107733050659,,67.02189146972049,168.79305444651146,14.510318461311194,lead_elbow_angle,missing_features:lead_elbow_angle
19,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\19.mp4,0,Address,39,mediapipe,True,82.4848934028033,3.1544373403301145,177.40237116772937,-179.5919726017693,-0.4795982977206444,,
19,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\19.mp4,1,Toe-up,57,mediapipe,True,,158.7942019653136,178.80443551335168,-176.60783441106358,12.184644291063812,trail_elbow_angle,missing_features:trail_elbow_angle
19,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\19.mp4,2,Mid-backswing,62,mediapipe,True,86.58662641455466,5.705779389990007,176.32007461892522,-178.25557620311756,0.4416894929469793,,
19,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\19.mp4,3,Top,73,mediapipe,True,,1.859846758976978,-160.98149033687778,-172.69732436913722,13.601395005626573,trail_elbow_angle,missing_features:trail_elbow_angle
19,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\19.mp4,4,Mid-downswing,77,mediapipe,True,,151.30399245843967,-175.70674285539604,-175.9747287918921,11.868797890816941,trail_elbow_angle,missing_features:trail_elbow_angle
19,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\19.mp4,5,Impact,81,mediapipe,True,85.7323090221313,1.5530227687421119,178.44864546034393,179.19675272226434,1.4278797879266685,,
19,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\19.mp4,6,Mid-follow-through,84,mediapipe,True,163.58779567956046,155.53965448947858,-152.46395666357412,-170.55197088070375,22.26247862316899,,
19,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\19.mp4,7,Finish,106,mediapipe,True,79.74835678372176,4.47079227871924,-177.99856613291223,-178.74789774808985,1.1184559399318896,,
20,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\20.mp4,0,Address,14,mediapipe,True,85.88262787897212,0.918861376119787,177.9974849085827,-178.45121026136445,0.966479656161282,,
20,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\20.mp4,1,Toe-up,77,mediapipe,True,,167.3496215689459,175.49744287609767,-178.53689896650172,10.565841247629947,trail_elbow_angle,missing_features:trail_elbow_angle
20,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\20.mp4,2,Mid-backswing,93,mediapipe,True,,139.24621214448902,-174.7911069065863,-175.8942030163509,13.170027089287018,trail_elbow_angle,missing_features:trail_elbow_angle
20,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\20.mp4,3,Top,136,mediapipe,True,,149.28427719256982,-159.93978624964404,-174.91670748608107,12.703250216925017,trail_elbow_angle,missing_features:trail_elbow_angle
20,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\20.mp4,4,Mid-downswing,157,mediapipe,True,,142.08930546197112,178.73852288591266,-175.1609655698619,10.995813767716678,trail_elbow_angle,missing_features:trail_elbow_angle
20,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\20.mp4,5,Impact,172,mediapipe,True,157.45488861918346,179.96763429788226,-160.10864371052728,-167.5547816582039,14.744226119297194,,
20,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\20.mp4,6,Mid-follow-through,181,mediapipe,True,170.02556890534993,162.4352949614533,-146.62828162514901,-171.88107777662677,19.37086658879501,,
20,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\20.mp4,7,Finish,255,mediapipe,True,85.36498118125527,3.763126510393536,178.6395996912051,177.7855294111665,1.4305621768593813,,
25,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\25.mp4,0,Address,37,mediapipe,True,168.52222859851602,175.39975403416736,-169.02792147344098,-175.434341521758,5.863051683414426,,
25,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\25.mp4,1,Toe-up,61,mediapipe,True,,170.24236505232165,169.64445668657714,-179.13938348978587,12.808402954089821,trail_elbow_angle,missing_features:trail_elbow_angle
25,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\25.mp4,2,Mid-backswing,69,mediapipe,True,,152.60423077408979,18.063689280478542,116.54980446757351,13.369795724523195,trail_elbow_angle,missing_features:trail_elbow_angle
25,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\25.mp4,3,Top,78,mediapipe,True,,,110.23366919868333,174.23783447412987,17.487549100507284,trail_elbow_angle|lead_elbow_angle,missing_features:trail_elbow_angle|lead_elbow_angle
25,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\25.mp4,4,Mid-downswing,82,mediapipe,True,,138.48237112271744,-169.43347978527004,-175.31913535579915,14.457872037688421,trail_elbow_angle,missing_features:trail_elbow_angle
25,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\25.mp4,5,Impact,86,mediapipe,True,154.6252819040142,167.9344157250725,-142.28304392802806,-171.92529500413056,17.401149371177482,,
25,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\25.mp4,6,Mid-follow-through,88,mediapipe,True,143.41488388697752,,-140.62847852453316,-178.97057384576183,10.857305534124922,lead_elbow_angle,missing_features:lead_elbow_angle
25,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\25.mp4,7,Finish,106,mediapipe,True,114.44481233464012,131.43740397898188,16.24392092463227,64.26804836402283,-2.739045876218936,,
26,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\26.mp4,0,Address,34,mediapipe,True,176.36316151848118,175.7403550882844,-170.43896056776777,-176.04039714613663,4.974140306000598,,
26,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\26.mp4,1,Toe-up,119,mediapipe,True,,167.23588854695356,165.35442815943617,179.8921145250668,11.737932186956437,trail_elbow_angle,missing_features:trail_elbow_angle
26,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\26.mp4,2,Mid-backswing,152,mediapipe,True,,142.424648768133,121.81590032285958,174.15515651557257,13.591928776551358,trail_elbow_angle,missing_features:trail_elbow_angle
26,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\26.mp4,3,Top,186,mediapipe,True,,,115.54619740965055,171.91927732606285,17.03355106588992,trail_elbow_angle|lead_elbow_angle,missing_features:trail_elbow_angle|lead_elbow_angle
26,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\26.mp4,4,Mid-downswing,202,mediapipe,True,,103.90284490825283,175.88655169288973,-175.3884763045197,14.946391070466506,trail_elbow_angle,missing_features:trail_elbow_angle
26,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\26.mp4,5,Impact,216,mediapipe,True,41.54938971768088,,-157.63390724782684,-170.45902621316884,18.398411052405702,lead_elbow_angle,missing_features:lead_elbow_angle
26,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\26.mp4,6,Mid-follow-through,226,mediapipe,True,147.8138052502421,,-140.65254816235085,-175.4990259385597,17.63293129979274,lead_elbow_angle,missing_features:lead_elbow_angle
26,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\26.mp4,7,Finish,293,mediapipe,True,99.1152178176037,,164.21645635567762,160.5339679815688,-1.8866128368884203,lead_elbow_angle,missing_features:lead_elbow_angle
29,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\29.mp4,0,Address,40,mediapipe,True,165.9342674875382,163.9197153017293,-162.33857990708503,-172.78171343289395,3.8592487024114335,,
29,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\29.mp4,1,Toe-up,58,mediapipe,True,55.857615149004246,136.50594064240653,-169.08573323805618,-174.1895449560946,11.373870839749502,,
29,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\29.mp4,2,Mid-backswing,60,mediapipe,True,,156.58527779899123,178.9236321764378,-175.36350361789283,9.75165751751674,trail_elbow_angle,missing_features:trail_elbow_angle
29,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\29.mp4,3,Top,72,mediapipe,True,,87.25863425599793,-168.03019183834152,-177.68247626596875,7.587482612931936,trail_elbow_angle,missing_features:trail_elbow_angle
29,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\29.mp4,4,Mid-downswing,77,mediapipe,True,80.23740203393207,120.79498696337234,-168.68456344268054,-175.42812850773723,10.014624407401737,,
29,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\29.mp4,5,Impact,80,mediapipe,True,174.41031047509708,154.0469457837757,-161.08339534140663,-171.79995205375366,10.70159062928081,,
29,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\29.mp4,6,Mid-follow-through,82,mediapipe,True,149.98704195325016,164.00885597140234,-143.80325984655278,-166.60306372832937,11.269483905153173,,
29,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\29.mp4,7,Finish,128,mediapipe,True,36.97602612283204,,24.94237498502844,115.64301297981594,-0.6350941781281402,lead_elbow_angle,missing_features:lead_elbow_angle
30,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\30.mp4,0,Address,68,mediapipe,True,161.54969672255845,162.5449409708441,-159.13500472964154,-173.64455306379097,7.484436783411591,,
30,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\30.mp4,1,Toe-up,108,mediapipe,True,72.62378735544051,153.9258680131832,-179.11825951007322,-176.0067867481837,11.390086826306682,,
30,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\30.mp4,2,Mid-backswing,118,mediapipe,True,151.98381094903303,148.2467222867584,174.2205793688599,-178.6755771339238,8.987242721285266,,
30,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\30.mp4,3,Top,166,mediapipe,True,,90.4248717217741,-165.22818700861365,-178.13029805694157,8.821353078349103,trail_elbow_angle,missing_features:trail_elbow_angle
30,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\30.mp4,4,Mid-downswing,184,mediapipe,True,102.20694494660246,129.57678263877187,-177.29120533739925,-179.8904416504644,8.855794507399477,,
30,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\30.mp4,5,Impact,195,mediapipe,True,170.87406815022052,160.11534540453027,-159.21577705227708,-172.03938531244043,10.505595957962427,,
30,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\30.mp4,6,Mid-follow-through,205,mediapipe,True,159.53215475835066,165.44460234731275,-142.1629616238248,-173.12381818301057,10.33365581275729,,
30,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\30.mp4,7,Finish,361,mediapipe,True,37.614432930161016,,15.046652727730184,113.72279543153631,2.0489708888392286,lead_elbow_angle,missing_features:lead_elbow_angle
41,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\41.mp4,0,Address,21,mediapipe,True,161.56887234182997,174.45261928387606,-170.48581875244346,-173.59078553625315,-4.655369731607886,,
41,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\41.mp4,1,Toe-up,34,mediapipe,True,174.7648994544105,160.6252833822225,155.2821602454311,175.73456559971902,-7.749980973192402,,
41,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\41.mp4,2,Mid-backswing,38,mediapipe,True,141.31761804938375,162.23718144398507,165.27288999811051,174.67431122590054,-10.314067925779293,,
41,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\41.mp4,3,Top,48,mediapipe,True,122.46144756904552,143.01337515895608,172.27456382380097,179.6995194986412,-3.6343737551606776,,
41,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\41.mp4,4,Mid-downswing,51,mediapipe,True,42.828337857805984,132.42204109142457,-175.45015616604095,-176.94195349302,5.43327654756049,,
41,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\41.mp4,5,Impact,55,mediapipe,True,159.03570035930673,179.6896646470244,-137.46846910312988,-167.3199019188228,23.774230599604785,,
41,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\41.mp4,6,Mid-follow-through,57,mediapipe,True,132.45987599668715,169.78318938696663,-122.64492258162251,-164.59426408457026,24.942392295498355,,
41,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\41.mp4,7,Finish,81,mediapipe,True,102.46206660529151,28.03173832542554,-175.61565846000028,178.21782421033532,9.492473608121182,,
44,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\44.mp4,0,Address,36,mediapipe,True,161.6374525905328,176.23272889896705,-170.37552350106918,-172.8375843659959,-5.10816980907388,,
44,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\44.mp4,1,Toe-up,78,mediapipe,True,178.7947705777861,159.64394293964676,158.44501396416268,177.9528019851455,-7.318213008724356,,
44,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\44.mp4,2,Mid-backswing,91,mediapipe,True,136.38118386075627,166.1692607065092,162.7080757212151,176.28647981808015,-8.694204117442377,,
44,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\44.mp4,3,Top,127,mediapipe,True,128.27612588287582,170.90400630366776,167.39370948705255,177.9228918400072,-7.266094156315506,,
44,C:\Users\zzang\Desktop\workspace\Python\golf\src\golfdb-master\learning_video\golfdb_720p_slice\44.mp4,4,Mid-downswing,145,mediapipe,True,148.6980215125789,159.0147151039955,177.52153890482705,179.67918694186278,2.8113852159492994,,
